timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 40 44 0.3996624252881412 3.375747118588013E-4
3 81 94 0.39397567586577203 0.006024324134227987
5 55 126 0.3988621133665116 0.0011378866334884052
7 167 183 0.39148230823818436 0.00851769176181566
7 167 184 0.3912895739274962 0.00871042607250383
8 29 33 0.3871362658332407 0.012863734166759344
8 155 192 0.3992239713549143 7.760286450857468E-4
9 69 82 0.3903166578819354 0.009683342118064597
10 98 198 0.3956436209258862 0.0043563790741138475
10 175 176 0.39894821704739886 0.0010517829526011657
14 107 137 0.39061647952792167 0.009383520472078355
15 107 137 0.39061647952792167 0.009383520472078355
15 126 148 0.3922503130813908 0.007749686918609222
16 42 185 0.39749927903222926 0.0025007209677707642
16 126 148 0.3922503130813908 0.007749686918609222
20 197 198 0.3982199607309235 0.0017800392690765499
21 197 198 0.3982199607309235 0.0017800392690765499
23 69 82 0.39814944817479997 0.001850551825200053
25 29 166 0.39690393886164815 0.003096061138351869
33 45 123 0.39989794263109896 1.0205736890106509E-4
44 81 132 0.395881290117801 0.004118709882199034
45 81 132 0.395881290117801 0.004118709882199034
46 173 174 0.3976231283236202 0.0023768716763798436
48 89 195 0.39463781562909855 0.005362184370901468
52 97 134 0.3974688704537873 0.002531129546212707
53 97 134 0.3974688704537873 0.002531129546212707
