timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 29 33 0.399982936539281 1.7063460719002332E-5
2 39 42 0.39796632838997875 0.0020336716100212704
5 82 125 0.39021332223189614 0.00978667776810388
6 98 127 0.3993576417872174 6.423582127826344E-4
6 130 152 0.39518164319682086 0.004818356803179158
6 135 136 0.39602942496710086 0.00397057503289916
6 148 168 0.3982440554671555 0.0017559445328445
6 151 153 0.3969870081414204 0.0030129918585796167
7 39 119 0.39482655852822646 0.0051734414717735655
7 98 127 0.3993576417872174 6.423582127826344E-4
7 165 189 0.3898711782417056 0.010128821758294437
8 35 158 0.3969972908932268 0.003002709106773249
9 88 126 0.39708916099001806 0.002910839009981958
11 11 115 0.3953481722646579 0.004651827735342118
17 28 135 0.39923199516000557 7.680048399944517E-4
17 52 55 0.3997075970480977 2.9240295190230414E-4
18 16 158 0.39914942081454957 8.505791854504507E-4
33 35 198 0.38912852132189374 0.010871478678106283
39 85 166 0.3936156210229737 0.006384378977026317
73 36 159 0.3927404118697215 0.007259588130278549
74 36 159 0.3927404118697215 0.007259588130278549
74 42 178 0.3956297677404687 0.004370232259531315
